,Unnamed: 0,id,created_at,username,location,following,followers,retweetcount,text,azure_polar,azure_class,blob_polar,blob_subj
1663,1663,1496528104851972097,2022-02-23 16:51:19+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,FaisalJavedKhan PTIofficial The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.18000000000000002,neutral,0.7,0.6000000000000001
1668,1668,1496527884458024963,2022-02-23 16:50:26+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,ShiffaZY The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.26999999999999996,neutral,0.7,0.6000000000000001
1671,1671,1496527862526103561,2022-02-23 16:50:21+00:00,MaxTradesuk,"London, England",1053,400,0,Following a low below 36400 yesterday BTCUSD hit an intraday high of 3891727 earlier in todays sessionThe move sees Bitcoin edge closer to the key 40000 level which it broke below on Monday following rising tensions with UkraineRussia,-1.0,negative,0.02666666666666667,0.42333333333333334
1674,1674,1496527750936543235,2022-02-23 16:49:54+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,MichaelKugelman The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.32999999999999996,neutral,0.7,0.6000000000000001
1675,1675,1496527725875634176,2022-02-23 16:49:48+00:00,Greus02286909,,204,59,0,Not sure if we arent too far already but this view is very valuablePutin UkraineRussiaCrisis UkraineRussia RussiaUkraineConflict russia ukraine,-0.6499999999999999,negative,0.016666666666666673,0.7296296296296295
1676,1676,1496527687128657923,2022-02-23 16:49:39+00:00,ClassInvestor,United Kingdom,282,697,0,Putin needs to PutIn some money into my accounts after crashing the markets UkraineRussiaCrisis UkraineCrisis UkraineRussia,-0.99,negative,0.0,0.0
1678,1678,1496527676085092366,2022-02-23 16:49:36+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,smalinaqvi05 The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.30000000000000004,neutral,0.7,0.6000000000000001
1694,1694,1496526958187794439,2022-02-23 16:46:45+00:00,IARTG,Worldwide,37871,60213,3,UkrainiansWillResist With All Their Power Putins Overblown Ego Blinds Him RussianInvasion UkraineRussiaConflict UkraineRussia UkraineRussiaCrisis UkraineCrisis RussiaUkraineCrisis Russia IARTG Ukraine ukrainewarreport UkraineWillResist,-0.25,neutral,0.0,0.0
1700,1700,1496526821084790784,2022-02-23 16:46:12+00:00,jvudmaska,Mexifornia,957,928,7,Lefties blabbering abt Trump being a Russian assetIf he is why didnt Putin invade Ukraine during the Trump adminHaters despise Trump yrs of peace prosperity energy independence low gas prices closed borders amp America FirstRussia UkraineRussiaCrisis ukrainerussia,-0.97,negative,-0.03333333333333333,0.13333333333333333
1703,1703,1496526745344045056,2022-02-23 16:45:54+00:00,theasialive,,24,74,0,Russia says US sanctions will meet strong response says ministry RussiaUkraineConflict RussiaUkraineCrisis Russian Putin UkraineRussiaCrisis Ukraina UkraineRussiaConflict UkraineRussia Ukrainian theasialive,-0.46,neutral,0.21666666666666665,0.36666666666666664
1729,1729,1496525563896516612,2022-02-23 16:41:13+00:00,ChronicHope_DC,"Heartland, United States",1402,634,0,Anybody else dizzy from all the spin UkraineRussiaCrisis UkraineRussia,-0.96,negative,0.0,0.0
1742,1742,1496524977570709508,2022-02-23 16:38:53+00:00,sajedkamal1,kolkata,397,118,0,Ukraine Vs Russia issue in a simplified form UkraineRussiaCrisis UkraineRussia UkraineRussiaConflict,-0.89,negative,0.0,0.0
1766,1766,1496523926566215680,2022-02-23 16:34:42+00:00,theasialive,,24,74,0,War fears mount as Ukraine mobilises Russia evacuates diplomats UkraineRussiaCrisis Ukraina UkraineRussiaConflict UkraineRussia Russia RussiaUkraineConflict RussiaUkraineCrisis RussiaUcraina Russie Putin RusyaUkrayna theasialive,-0.9,negative,0.0,0.0
1771,1771,1496523624429367304,2022-02-23 16:33:30+00:00,bettypge69,In Memoriam,3479,2847,3,Ukrainian govt demands more and they are absolutely right After 2014 sanctions Russia experienced 17 inflation BUT after less than a year inflation came down the national currency gained value and the economy was stabilized again UkraineRussiaCrisis UkraineRussia,-0.96,negative,0.2526984126984127,0.45825396825396825
1781,1781,1496523274733654018,2022-02-23 16:32:07+00:00,isaurabhshukla,"India, Singapore, US ",677,17107,1,Ukraine Crisis India In Favour Of RuleBased Order Embassy In Touch With Citizens Says MoS Meenakashi LekhiUkraineRussia India MLekhi,0.04,neutral,0.0,0.0
1784,1784,1496523077546651648,2022-02-23 16:31:20+00:00,twilly18,can only use 30 characters!!!!,267,196,0,Ukraine UkraineRussiaCrisis ukrainerussia UkraineConflict UkraineWar who remembers the live coverage of the Gulf War in 1991who will match that coverage in 2022,-1.0,negative,0.13636363636363635,0.5
1785,1785,1496523065156685825,2022-02-23 16:31:17+00:00,Elsolinvicto,VENEZUELA,3666,1322,183,Dear Ukraine Its great to have friendsOr probably Not NATO Russia ukrainerussia RussiaCrisis,-0.4099999999999999,negative,0.8,0.75
1788,1788,1496522976459730948,2022-02-23 16:30:56+00:00,vg123e,,4974,4232,1,The crown jewel that was lost This is why Putin wants Ukraine UkraineCrisis UkraineInvasion ukrainerussia,-1.0,negative,0.2,0.1
1802,1802,1496522382898573312,2022-02-23 16:28:34+00:00,wapexclusive3,"Lagos, Nigeria",4855,1940,0,I need Someone love GirlsNameAMovieSongBookTVShow UkraineRussiaCrisis UkraineCrisis UKvsTheWorld UkraineRussiaConflict Ukrainian UkraineRussiaConflict UkraineRussia,-0.41000000000000003,negative,0.5,0.6
1813,1813,1496521970741137415,2022-02-23 16:26:56+00:00,PatAndrew39,"Ontario, Canada",1262,256,7,A voice from the Ukraine This is from one of my daughters friends in the Ukraine Shes in her early twenties and shes sharing important information that we all have the right to know UkraineCrisis UkraineWillResist ukrainerussia Ukraine,0.0,positive,0.2619047619047619,0.611904761904762
1814,1814,1496521967821799436,2022-02-23 16:26:55+00:00,_xNOLAx_,United States,38,11,0,Tanks spotted rolling through Luhansk UkraineRussia Video,-0.03,neutral,0.0,0.0
1828,1828,1496521236775849989,2022-02-23 16:24:01+00:00,tp39871497o,,1156,178,1,The USA government just watching its northern democracy neighbor slowly turning into a tyrannical dictatorship but Ukraine is more importantfreedom Democracy Canada UkraineRussia TrudeauTyranny,-0.48000000000000004,negative,0.09999999999999998,0.44999999999999996
1834,1834,1496521122787229698,2022-02-23 16:23:34+00:00,theasialive,,24,74,0,Ukraine demands security guarantees from West Russia UkraineRussiaCrisis Ukraina UkraineInvasion Ukrainian Ukrain UkraineRussiaConflict UkraineRussia RussiaUkraineConflict Russian RussiaUkraineCrisis Russia Putin theasialive,-0.58,negative,0.0,0.0
1838,1838,1496520933602955267,2022-02-23 16:22:49+00:00,suchetanaray,New Delhi,160,938,3,OutlookBusiness Finance Minister NirmalaSitharaman said the RussiaUkraine tension and a surge in CrudeOil prices pose risk to the financial stability of IndiaGhoshKamalikaRussiaUkraineCrisis Ukraine inflation UkraineRussia,-0.85,negative,0.0,0.0
1847,1847,1496520338066268161,2022-02-23 16:20:27+00:00,rivatgi,,0,0,0,One step UkraineRussia I hope itll be considered incidental to a necessary Europa comprising both Ukraine and Russia the only accessible and be for the best solution toward a new global managed Wordl,0.95,positive,0.2518939393939394,0.5215909090909091
1848,1848,1496520199188762640,2022-02-23 16:19:54+00:00,Robbiezombie,New York area,4479,5163,0,Has Putin taken his meds today He may think he has the upper hand but in the end nobody wins with war You just bury the dead rebuild cities and move on but things are never the same again NotAGame Putin UkraineCrisis UkraineRussia,-1.0,negative,0.024999999999999994,0.18125000000000002
1856,1856,1496519719729438721,2022-02-23 16:17:59+00:00,MuffinmanMc,Ireland,227,78,0,This is sad and scary The West doesnt have the stomach to help this young democracy from being crushed by its nuclear powered neighbor PrayForUkraine sanctionputinwallets UkraineRussia,-0.96,negative,-0.25,0.625
1857,1857,1496519707335270407,2022-02-23 16:17:56+00:00,jkdreamzone,Hyderabad,108,112,0,Check out this NFT by jkdreamzone wazirxnft NFT NFTCommunity NFTCollection UkraineRussiaCrisis UkraineRussia nftart NFTartist,-0.74,negative,0.0,0.0
1867,1867,1496519423888617474,2022-02-23 16:16:49+00:00,theasialive,,24,74,0,EU calls snap summit on RussiaUkraine crisis UkraineRussiaCrisis Ukraina UkraineRussiaCrisis RussiaUkraineConflict russiaukrainewar Russian UkraineRussia Putin theasialive,-0.47,neutral,0.0,0.0
1878,1878,1496518756482396165,2022-02-23 16:14:10+00:00,ctmock,"Chicago, IL",71,383,0,FinancialTimes Editorial The west must show greater resolve over Russias aggression UkraineRussia PutinatWar washingtonpost nytimes WSJPolitics WSJopinion ReutersPolitics Reuters bpolitics bopinion AP BBC CNN MSNBC thehill guardian,-0.4,neutral,0.5,0.5
1881,1881,1496518465284296711,2022-02-23 16:13:00+00:00,SeanPaige,Colorado,3906,2956,0,Sanctions Sanctions Is dat all U got Toughtalking American Dems have for years been spoiling for a confrontation with Putin Now they have one And what do you know theyre what theyve always been posturing chickenhawks copolitics UkraineRussia biden WhiteHouse,-0.88,negative,0.0,0.0
1883,1883,1496518401509965825,2022-02-23 16:12:45+00:00,AniwaluKatamba,"Kampala, Uganda",1427,2331,0,UN SECRETARY GENERAL We are not ready to support any blood shead and my office is open UkraineRussia,-1.0,negative,-0.016666666666666663,0.5
1884,1884,1496518380005867523,2022-02-23 16:12:40+00:00,Paul_Kearns01,,5747,5509,0,Just how strange are the times were living in when I actually agree with nasty little Dan HodgesJohnsonOut30 JohnsonOut30 UkraineRussia,-1.0,negative,-0.309375,0.4375
1886,1886,1496518339585519618,2022-02-23 16:12:30+00:00,theasialive,,24,74,0,EU calls snap summit on RussiaUkraine crisis UkraineRussiaCrisis Ukraina Ukrain RussiaUkraineConflict RussiaUkraineCrisis Russian UkraineRussia Putin theasialive,-0.55,negative,0.0,0.0
1891,1891,1496518246882758659,2022-02-23 16:12:08+00:00,AlexandrSkov,,8,2,0,Those who become drunk with power and have enriched themselves unlawfully while serving will continue the same path while they remain in power All war is a symptom of mans failure as a thinking animalSanctionRussiaNow UkraineRussia russianinvasion NFT NFTCommunity,-1.0,negative,-0.2722222222222222,0.47500000000000003
1898,1898,1496518013499101188,2022-02-23 16:11:13+00:00,dawnmnewton,"LA,CA",3319,4074,0,AaronDBennett Meanwhile Ukraine legalizes Bitcoin days earlier At least if the UkraineRussia situation escalates and citizens lose access to mainstream banking they can always get to their BTC,-0.99,negative,-0.15,0.45
1923,1923,1496516621543817217,2022-02-23 16:05:41+00:00,HenryK_B_,USA,970,1551,0,visegrad24 SteffiLemke Lets use SunbeamsampBreezes unicornenergy insteadFree Energy for everenergiewende Germany Poland France Russia Ukraine UkraineRussia cop27 cop26 climate,0.19,neutral,0.0,0.0
1931,1931,1496516396754350090,2022-02-23 16:04:47+00:00,BraOnegig,"Accra, Ghana",1404,637,0,Is this also important info to be on an obituaryghanatwitterUkraineRussia,0.0,neutral,0.4,1.0
1952,1952,1496515086562824192,2022-02-23 15:59:35+00:00,danspengler,"Tennessee, USA",688,921,1,Of course Putin sees z west weak Our politicians amp elites priorities r toilettes 4 transgenders defunding z policevoting rights 4 dead people kneelingcritical race theory jan 6 Care more about GretaThunberg amp LeBroon than the founding fathers UkraineRussia Ukraina,-0.97,negative,-0.024999999999999984,0.5083333333333333
1958,1958,1496514913623506947,2022-02-23 15:58:53+00:00,tbsnewsdotnet,"Dhaka, Bangladesh",87,4465,0,Russia to offer strong measured and sensitive response to USsanctions UkraineRussiaCrisis UkraineRussia Ukraina,-0.6799999999999999,negative,0.26666666666666666,0.8166666666666667
1970,1970,1496514465759694854,2022-02-23 15:57:07+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,AnasMallick The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.30000000000000004,neutral,0.7,0.6000000000000001
1975,1975,1496514252341153792,2022-02-23 15:56:16+00:00,YazdJBilimoria,Mumbai,1080,697,2,OPINION It is important that India does not get swayed by romantic if also foolish notions that Russia is an eternal friend Russia will do what is in Russias interests sushantsareen RussiaUkraineCrisis UkraineRussia Read here,-1.0,negative,0.2,0.75
1997,1997,1496513436712423436,2022-02-23 15:53:01+00:00,tahovhannisyan,"Yerevan, Armenia",2342,1104,1,There is a real threat of ethnic cleansing of Armenians in NagornoKarabakh write Yervand Shirinyan and David AmiryanNagornoKarabakh NKconflict EU US UkraineRussiaCrisis UkraineRussia,-0.98,negative,0.2,0.30000000000000004
1999,1999,1496513338544689153,2022-02-23 15:52:38+00:00,PearlzJam,USA,373,395,0,This means WAR Its not US fault UkraineRussia,-0.55,negative,0.0,0.0
2003,2003,1496513194713661448,2022-02-23 15:52:04+00:00,LeeRudnicki,Los Angeles/Roma,80,513,0,Today we are reminded of the results of the last invasion of Europe by an angry dictator seeking revenge on everybody Auschwitz auschwitzbirkenau poland Jewish UkraineInvasion UkraineRussiaCrisis UkraineRussia Ukrainian Putin PutinsWar,-1.0,negative,-0.16666666666666666,0.35555555555555557
2010,2010,1496512877829701636,2022-02-23 15:50:48+00:00,rob_connections,"Harbor Town, Memphis, TN, USA",5001,2567,0,Eight years ago after Russia annexed Ukraines Crimean Peninsula the USA and its allies harshly condemned the invasion and imposed economic sanctions on Russia Their economy after a recession started growing again Vladimir Putin remains in control UkraineRussia,-0.98,negative,0.0,0.44999999999999996
2017,2017,1496512535410925569,2022-02-23 15:49:26+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,AJEnglish The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.21000000000000002,neutral,0.7,0.6000000000000001
2029,2029,1496512113916973062,2022-02-23 15:47:46+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,defenseforc Defense785 The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.25,neutral,0.7,0.6000000000000001
2030,2030,1496512045650489344,2022-02-23 15:47:30+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,Surkhel1 InsafPK ImranKhanPTI The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.09000000000000001,neutral,0.7,0.6000000000000001
2032,2032,1496511928042237952,2022-02-23 15:47:02+00:00,TacticalMonkey0,The Moon,757,131,0,Russia will have DPR amp LPR vote on integration with Russian Federation This will give Ukraine 2 choices defend their land and end up in a was with Russia that theyre garuanteed to lose Or do nothing and avoid escalation of the conflict UkraineRussia Donbas UkraineCrisis,-1.0,negative,0.0,0.0
2035,2035,1496511904088477702,2022-02-23 15:46:56+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,ImranistSn The is not changing it has already changed for good In Sha Allah PMIK visit to Russia will prove to be a gamechnger China POTUS ukrainerussia SMQureshiPTI BBCWorld AJEnglish CassThinkers RomeoCharlie29 faider JalilJilani YusufMoeed MariaSultanpk Defense785,0.26,neutral,0.7,0.6000000000000001
